id_contrat,num_contrat,id_client,ref_intermediaire,code_produit,libelle_produit,type_produit,statut_produit,code_regime_fiscal,code_etat_contrat,code_mode_gestion,prime_initiale,somme_versements,somme_rachats,valeur_rachat,valeur_acquise,date_souscription,date_effet_contrat,date_derniere_revue,date_prochaine_revue,flag_nantissement,flag_resynchro,nom_intermediaire,pays_intermediaire,type_intermediaire,score_lc189,risque_contrat,remediation_ouverte
BA000701,BA000701,CLI_0519,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,L,484000,574000,192000,462600,144600,2020-02-12,2020-02-12,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000702,BA000702,CLI_0520,INT_0005,WEALIFE_ES,Wealins Life Spain,AV,actif,AV,ENC,C,288000,288000,69000,193600,49800,2026-07-15,2026-07-15,,,False,False,Iberia Patrimonio,Spain,courtier,0,LOW,False
BA000703,BA000703,CLI_0521,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,ENC,C,250000,317000,0,349900,116000,2021-04-06,2021-04-06,,,False,True,Milano Fiduciaria,Italy,fiduciaire,0,LOW,False
BA000704,BA000704,CLI_0522,INT_0009,WEALIFE_SE,Wealins Life Sweden,AV,actif,AV,ENC,C,250000,250000,0,242800,80400,2020-10-25,2020-10-25,,,False,False,Stockholm Capital,Sweden,courtier,0,LOW,False
BA000705,BA000705,CLI_0523,INT_0010,WEALINS_DE,Wealins Germany,AV,legacy,AV,ENC,C,250000,250000,0,320200,54400,2021-09-27,2021-09-27,,,False,False,Rhine Capital Advisors,Germany,courtier,0,LOW,False
BA000706,BA000706,CLI_0523,INT_0010,WEALINS_DE,Wealins Germany,AV,legacy,AV,ENC,C,250000,326000,0,453600,80900,2026-06-30,2026-06-30,,,False,False,Rhine Capital Advisors,Germany,courtier,0,LOW,False
BA000707,BA000707,CLI_0524,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,250000,250000,35000,202200,44600,2023-07-01,2023-07-01,,,True,True,Valoria Capital,France,courtier,0,LOW,False
BA000708,BA000708,CLI_0525,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,250000,265000,0,306500,82200,2019-05-15,2019-05-15,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000709,BA000709,CLI_0525,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,L,250000,250000,0,320900,64500,2026-03-10,2026-03-10,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000710,BA000710,CLI_0526,INT_0008,WEACAP_FI,Wealins Capitalisation Finland,CAP,actif,CAP,TER,L,447000,447000,117000,362300,96000,2023-02-01,2023-02-01,,,False,False,Helsinki Wealth Advisors,Finland,courtier,0,LOW,False
BA000711,BA000711,CLI_0526,INT_0008,WEALIFE_FI,Wealins Life Finland,AV,actif,AV,ENC,C,250000,331000,0,393700,81900,2025-09-20,2025-09-20,,,False,False,Helsinki Wealth Advisors,Finland,courtier,0,LOW,False
BA000712,BA000712,CLI_0527,INT_0003,WEALIFE_NO,Wealins Life Norway,AV,actif,AV,ENC,L,538000,538000,0,716800,126900,2024-02-03,2024-02-03,,,False,False,Nordic Wealth Partners,Norway,courtier,0,LOW,False
BA000713,BA000713,CLI_0528,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,C,487000,487000,0,671400,199700,2020-08-29,2020-08-29,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000714,BA000714,CLI_0529,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,615000,761000,0,998000,347100,2020-09-10,2020-09-10,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000715,BA000715,CLI_0530,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,L,481000,481000,90000,471900,126800,2022-01-08,2022-01-08,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000716,BA000716,CLI_0531,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,SUS,C,250000,250000,0,268800,85400,2025-11-01,2025-11-01,,,False,False,Valoria Capital,France,courtier,0,LOW,True
BA000717,BA000717,CLI_0532,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,C,250000,265000,0,320000,63700,2024-08-21,2024-08-21,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000718,BA000718,CLI_0532,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,C,250000,250000,0,319000,74600,2023-02-12,2023-02-12,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000719,BA000719,CLI_0533,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,897000,897000,0,1234300,281600,2022-02-03,2022-02-03,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000720,BA000720,CLI_0534,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,250000,250000,0,313900,100900,2025-02-03,2025-02-03,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000721,BA000721,CLI_0535,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,528000,814000,0,844400,264700,2020-01-26,2020-01-26,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000722,BA000722,CLI_0536,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,1082000,1444000,0,1921000,520400,2020-11-02,2020-11-02,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000723,BA000723,CLI_0537,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,L,250000,250000,0,222800,37300,2024-09-26,2024-09-26,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000724,BA000724,CLI_0537,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,250000,250000,0,329900,54600,2026-01-21,2026-01-21,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000725,BA000725,CLI_0538,INT_0008,WEALIFE_FI,Wealins Life Finland,AV,actif,AV,ENC,C,457000,481000,0,503700,129600,2019-04-27,2019-04-27,,,False,False,Helsinki Wealth Advisors,Finland,courtier,0,LOW,False
BA000726,BA000726,CLI_0539,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,SUS,C,713000,713000,0,735600,206400,2025-08-23,2025-08-23,,,True,False,Valoria Capital,France,courtier,0,LOW,False
BA000727,BA000727,CLI_0540,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,574000,574000,200000,379100,116000,2021-10-03,2021-10-03,,,True,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000728,BA000728,CLI_0541,INT_0006,EPLAT_BRD,ePlatinum Birdie,AV,actif,AV,ENC,C,844000,1160000,0,1322000,451100,2022-05-01,2022-05-01,,,False,False,Lux Private Office,Luxembourg,family_office,0,LOW,False
BA000729,BA000729,CLI_0542,INT_0003,WEALIFE_NO,Wealins Life Norway,AV,actif,AV,ENC,C,495000,495000,0,567500,162200,2023-07-11,2023-07-11,,,False,False,Nordic Wealth Partners,Norway,courtier,0,LOW,False
BA000730,BA000730,CLI_0543,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,959000,1150000,0,1627100,292600,2022-03-24,2022-03-24,,,False,True,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000731,BA000731,CLI_0544,INT_0007,WEALIFE_PT,Wealins Life Portugal,AV,actif,AV,ENC,L,2134000,2635000,496000,2958000,463400,2023-04-25,2023-04-25,,,False,False,Porto Investimentos,Portugal,courtier,0,LOW,False
BA000732,BA000732,CLI_0545,INT_0007,WEALIFE_PT,Wealins Life Portugal,AV,actif,AV,TER,C,250000,296000,57000,305800,100200,2026-07-21,2026-07-21,,,False,False,Porto Investimentos,Portugal,courtier,0,LOW,False
BA000733,BA000733,CLI_0546,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,427000,487000,0,548200,106100,2020-05-04,2020-05-04,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000734,BA000734,CLI_0546,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,SUS,C,250000,271000,0,333900,106700,2020-01-01,2020-01-01,,,True,False,Valoria Capital,France,courtier,0,LOW,False
BA000735,BA000735,CLI_0547,INT_0008,WEACAP_FI,Wealins Capitalisation Finland,CAP,actif,CAP,ENC,C,1060000,1060000,263000,820500,263600,2019-12-04,2019-12-04,,,False,False,Helsinki Wealth Advisors,Finland,courtier,0,LOW,False
BA000736,BA000736,CLI_0548,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,TER,C,250000,334000,106000,288500,94000,2024-05-08,2024-05-08,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000737,BA000737,CLI_0549,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,L,250000,283000,0,391600,74700,2020-03-28,2020-03-28,,,False,False,Valoria Capital,France,courtier,0,LOW,True
BA000738,BA000738,CLI_0549,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,250000,250000,0,242500,46400,2022-05-25,2022-05-25,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000739,BA000739,CLI_0550,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,250000,333000,0,408900,95600,2021-04-25,2021-04-25,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000740,BA000740,CLI_0551,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,TER,C,250000,250000,0,243100,85100,2023-03-20,2023-03-20,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000741,BA000741,CLI_0551,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,L,953000,1157000,332000,778500,190200,2022-07-01,2022-07-01,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000742,BA000742,CLI_0552,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,250000,250000,0,328100,109700,2021-07-10,2021-07-10,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000743,BA000743,CLI_0553,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,TER,C,452000,578000,136000,428300,118300,2019-07-09,2019-07-09,,,False,False,Milano Fiduciaria,Italy,fiduciaire,0,LOW,False
BA000744,BA000744,CLI_0554,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,250000,250000,107000,170700,47800,2024-03-15,2024-03-15,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000745,BA000745,CLI_0555,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,418000,418000,0,448600,118000,2024-05-28,2024-05-28,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000746,BA000746,CLI_0556,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,ENC,C,723000,723000,0,797800,122200,2022-08-22,2022-08-22,,,True,False,Milano Fiduciaria,Italy,fiduciaire,0,LOW,False
BA000747,BA000747,CLI_0557,INT_0008,WEACAP_FI,Wealins Capitalisation Finland,CAP,actif,CAP,ENC,C,250000,302000,0,368200,101600,2019-03-01,2019-03-01,,,False,False,Helsinki Wealth Advisors,Finland,courtier,0,LOW,False
BA000748,BA000748,CLI_0558,INT_0008,WEACAP_FI,Wealins Capitalisation Finland,CAP,actif,CAP,ENC,L,250000,303000,0,291300,53200,2021-08-20,2021-08-20,,,False,False,Helsinki Wealth Advisors,Finland,courtier,0,LOW,False
BA000749,BA000749,CLI_0558,INT_0008,WEACAP_FI,Wealins Capitalisation Finland,CAP,actif,CAP,ENC,L,449000,449000,187000,315700,72900,2025-06-09,2025-06-09,,,False,False,Helsinki Wealth Advisors,Finland,courtier,0,LOW,False
BA000750,BA000750,CLI_0559,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,703000,703000,0,895000,141800,2019-08-05,2019-08-05,,,False,False,Valoria Capital,France,courtier,0,LOW,True
BA000751,BA000751,CLI_0560,INT_0007,WEALIFE_PT,Wealins Life Portugal,AV,actif,AV,TER,L,250000,250000,42000,230500,66900,2026-04-25,2026-04-25,,,False,True,Porto Investimentos,Portugal,courtier,0,LOW,False
BA000752,BA000752,CLI_0561,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,L,809000,809000,0,901500,315400,2023-11-06,2023-11-06,,,True,False,Valoria Capital,France,courtier,0,LOW,False
BA000753,BA000753,CLI_0562,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,TER,L,363000,363000,0,436700,107800,2020-07-22,2020-07-22,,,False,True,Patrimoine & Conseil,Belgium,courtier,0,LOW,True
BA000754,BA000754,CLI_0562,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,372000,372000,86000,352700,53700,2018-12-15,2018-12-15,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000755,BA000755,CLI_0563,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,1367000,1679000,0,2263400,605700,2026-05-15,2026-05-15,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000756,BA000756,CLI_0564,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,L,250000,250000,0,307100,68900,2025-06-06,2025-06-06,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000757,BA000757,CLI_0565,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,SUS,C,658000,658000,0,650200,196900,2019-02-03,2019-02-03,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000758,BA000758,CLI_0566,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,L,250000,250000,0,326400,53400,2019-08-26,2019-08-26,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000759,BA000759,CLI_0567,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,L,250000,250000,0,301900,64700,2024-03-03,2024-03-03,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000760,BA000760,CLI_0567,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,L,475000,475000,176000,423300,75000,2022-05-26,2022-05-26,,,False,False,Valoria Capital,France,courtier,0,LOW,True
BA000761,BA000761,CLI_0568,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,250000,346000,0,324700,110000,2021-12-07,2021-12-07,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000762,BA000762,CLI_0569,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,281000,281000,72000,227300,62600,2026-07-03,2026-07-03,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000763,BA000763,CLI_0569,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,250000,308000,0,406400,130000,2024-12-13,2024-12-13,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000764,BA000764,CLI_0570,INT_0007,WEALIFE_PT,Wealins Life Portugal,AV,actif,AV,ENC,C,250000,250000,0,341200,57800,2025-03-27,2025-03-27,,,False,False,Porto Investimentos,Portugal,courtier,0,LOW,False
BA000765,BA000765,CLI_0571,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,C,580000,697000,56000,818000,259000,2020-05-03,2020-05-03,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000766,BA000766,CLI_0571,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,C,616000,616000,0,826600,264800,2021-01-05,2021-01-05,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000767,BA000767,CLI_0571,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,SUS,C,250000,289000,0,381900,81400,2019-09-09,2019-09-09,,,True,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000768,BA000768,CLI_0572,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,2458000,4063000,829000,4617400,846300,2024-08-04,2024-08-04,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000769,BA000769,CLI_0573,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,TER,C,250000,250000,0,231300,68800,2019-04-17,2019-04-17,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000770,BA000770,CLI_0574,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,631000,631000,0,787800,247600,2024-03-26,2024-03-26,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000771,BA000771,CLI_0575,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,L,1778000,1778000,154000,2133700,577900,2026-03-20,2026-03-20,,,False,False,Valoria Capital,France,courtier,0,LOW,True
BA000772,BA000772,CLI_0575,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,982000,982000,0,1273500,251800,2020-02-24,2020-02-24,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000773,BA000773,CLI_0576,INT_0006,WEALIFE_LU,Wealins Life Luxembourg,AV,actif,AV,TER,C,340000,340000,0,329700,95500,2025-02-05,2025-02-05,,,False,False,Lux Private Office,Luxembourg,family_office,0,LOW,False
BA000774,BA000774,CLI_0576,INT_0006,WEACAP_LU,Wealins Capi Luxembourg,CAP,actif,CAP,ENC,C,254000,254000,108000,178800,43600,2018-10-05,2018-10-05,,,False,False,Lux Private Office,Luxembourg,family_office,0,LOW,False
BA000775,BA000775,CLI_0576,INT_0006,EPLAT_BRD,ePlatinum Birdie,AV,actif,AV,ENC,C,250000,293000,0,419600,113000,2022-05-04,2022-05-04,,,False,False,Lux Private Office,Luxembourg,family_office,0,LOW,False
BA000776,BA000776,CLI_0577,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,250000,250000,0,240700,54900,2021-12-22,2021-12-22,,,False,False,Valoria Capital,France,courtier,0,LOW,True
BA000777,BA000777,CLI_0577,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,L,250000,268000,0,240800,84000,2020-03-27,2020-03-27,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000778,BA000778,CLI_0578,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,L,1071000,1071000,0,1123300,331700,2025-07-25,2025-07-25,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000779,BA000779,CLI_0578,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,1019000,1019000,0,939400,256900,2023-12-14,2023-12-14,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000780,BA000780,CLI_0579,INT_0009,WEALIFE_SE,Wealins Life Sweden,AV,actif,AV,ENC,C,493000,493000,0,647100,145700,2021-03-26,2021-03-26,,,True,False,Stockholm Capital,Sweden,courtier,0,LOW,True
BA000781,BA000781,CLI_0580,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,L,250000,308000,104000,239600,38300,2019-03-21,2019-03-21,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000782,BA000782,CLI_0581,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,L,250000,250000,0,312200,73600,2020-11-10,2020-11-10,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000783,BA000783,CLI_0581,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,276000,276000,0,343400,61300,2022-01-05,2022-01-05,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000784,BA000784,CLI_0582,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,L,613000,613000,0,740200,233100,2020-01-15,2020-01-15,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,True
BA000785,BA000785,CLI_0583,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,292000,414000,53000,447300,152200,2024-11-22,2024-11-22,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000786,BA000786,CLI_0583,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,250000,250000,72000,229500,61700,2022-04-03,2022-04-03,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000787,BA000787,CLI_0584,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,1658000,1658000,0,1809700,316100,2018-09-12,2018-09-12,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000788,BA000788,CLI_0584,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,4518000,5632000,0,5907500,1906600,2024-12-26,2024-12-26,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000789,BA000789,CLI_0585,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,736000,736000,0,731200,110300,2022-04-07,2022-04-07,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000790,BA000790,CLI_0585,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,654000,654000,0,598600,105200,2022-05-04,2022-05-04,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000791,BA000791,CLI_0586,INT_0008,WEALIFE_FI,Wealins Life Finland,AV,actif,AV,ENC,C,1013000,1013000,385000,801200,278400,2020-12-12,2020-12-12,,,False,True,Helsinki Wealth Advisors,Finland,courtier,0,LOW,False
BA000792,BA000792,CLI_0587,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,250000,338000,51000,397400,103600,2021-08-15,2021-08-15,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000793,BA000793,CLI_0588,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,447000,447000,76000,484300,119000,2018-12-24,2018-12-24,,,False,False,Valoria Capital,France,courtier,0,LOW,True
BA000794,BA000794,CLI_0589,INT_0005,WEALIFE_ES,Wealins Life Spain,AV,actif,AV,ENC,C,250000,250000,0,250900,80300,2020-03-21,2020-03-21,,,False,False,Iberia Patrimonio,Spain,courtier,0,LOW,False
BA000795,BA000795,CLI_0590,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,250000,250000,0,239000,47300,2022-10-20,2022-10-20,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000796,BA000796,CLI_0591,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,L,250000,250000,106000,139800,41100,2022-10-19,2022-10-19,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000797,BA000797,CLI_0591,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,250000,250000,0,246900,74600,2026-06-25,2026-06-25,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000798,BA000798,CLI_0592,INT_0010,WEALINS_DE,Wealins Germany,AV,legacy,AV,ENC,C,653000,653000,0,895500,193100,2026-07-18,2026-07-18,,,False,True,Rhine Capital Advisors,Germany,courtier,0,LOW,False
BA000799,BA000799,CLI_0593,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,C,965000,965000,333000,697900,144400,2019-10-04,2019-10-04,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000800,BA000800,CLI_0594,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,ENC,C,806000,806000,345000,514500,151900,2024-06-25,2024-06-25,,,False,False,Milano Fiduciaria,Italy,fiduciaire,0,LOW,False
BA000801,BA000801,CLI_0594,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,ENC,C,254000,269000,0,242000,66000,2019-07-09,2019-07-09,,,False,False,Milano Fiduciaria,Italy,fiduciaire,0,LOW,False
BA000802,BA000802,CLI_0595,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,1753000,1753000,0,1561100,436500,2024-07-03,2024-07-03,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000803,BA000803,CLI_0595,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,C,1460000,1460000,0,1975900,301800,2023-11-05,2023-11-05,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000804,BA000804,CLI_0596,INT_0002,EPLAT_BE,ePlatinum Belgium,AV,actif,AV,ENC,C,729000,807000,0,855100,211300,2026-02-17,2026-02-17,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000805,BA000805,CLI_0597,INT_0004,WEALIFE_IT,Wealins Life Italy +,AV,actif,AV,ENC,C,786000,837000,0,1073400,252700,2021-01-13,2021-01-13,,,False,False,Milano Fiduciaria,Italy,fiduciaire,0,LOW,False
BA000806,BA000806,CLI_0598,INT_0002,WEALIFE_BE,Wealins Life Belgium,AV,actif,AV,ENC,L,250000,284000,32000,253700,68000,2025-05-21,2025-05-21,,,False,False,Patrimoine & Conseil,Belgium,courtier,0,LOW,False
BA000807,BA000807,CLI_0599,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,ENC,C,361000,361000,0,364600,55900,2025-04-24,2025-04-24,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000808,BA000808,CLI_0599,INT_0001,WEALIFE_FR,Wealins Life France,AV,actif,AV,TER,C,740000,921000,0,970200,242100,2019-08-19,2019-08-19,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000809,BA000809,CLI_0599,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,699000,808000,0,770300,184900,2026-07-12,2026-07-12,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000810,BA000810,CLI_0600,INT_0009,WEALIFE_SE,Wealins Life Sweden,AV,actif,AV,ENC,C,250000,250000,0,319500,64200,2018-11-29,2018-11-29,,,False,False,Stockholm Capital,Sweden,courtier,0,LOW,False
BA000811,BA000811,CLI_0601,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,L,250000,288000,0,355800,93700,2025-07-15,2025-07-15,,,False,False,Valoria Capital,France,courtier,0,LOW,True
BA000812,BA000812,CLI_0602,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,250000,265000,0,319900,57000,2022-04-18,2022-04-18,,,True,False,Valoria Capital,France,courtier,0,LOW,False
BA000813,BA000813,CLI_0603,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,331000,331000,0,389900,89600,2022-01-03,2022-01-03,,,False,False,Valoria Capital,France,courtier,0,LOW,False
BA000814,BA000814,CLI_0604,INT_0009,WEALIFE_SE,Wealins Life Sweden,AV,actif,AV,ENC,L,1145000,1145000,0,1299000,330200,2018-12-20,2018-12-20,,,False,False,Stockholm Capital,Sweden,courtier,0,LOW,True
BA000815,BA000815,CLI_0605,INT_0001,WEACAP_FR,Wealins Capi France,CAP,actif,CAP,ENC,C,250000,250000,44000,216800,35500,2021-02-21,2021-02-21,,,False,True,Valoria Capital,France,courtier,0,LOW,False
BA000816,BA000816,CLI_0606,INT_0008,WEACAP_FI,Wealins Capitalisation Finland,CAP,actif,CAP,ENC,C,3765000,5556000,0,7635800,2260500,2023-09-16,2023-09-16,,,False,False,Helsinki Wealth Advisors,Finland,courtier,0,LOW,True
BA000817,BA000817,CLI_0606,INT_0008,WEALIFE_FI,Wealins Life Finland,AV,actif,AV,ENC,C,1248000,1248000,0,1141500,181500,2023-10-03,2023-10-03,,,False,False,Helsinki Wealth Advisors,Finland,courtier,0,LOW,False
