id_role,id_contrat,id_client,code_role,libelle_role
ROLE_002043,BA000704,CLI_0522,S,Souscripteur / Preneur
ROLE_002044,BA000704,CLI_0522,A,Assuré
ROLE_002045,BA000704,CLI_0522,B,Bénéficiaire en cas de décès
ROLE_002046,BA000705,CLI_0523,S,Souscripteur / Preneur
ROLE_002047,BA000705,CLI_0523,A,Assuré
ROLE_002048,BA000705,CLI_0523,B,Bénéficiaire en cas de décès
ROLE_002049,BA000706,CLI_0523,S,Souscripteur / Preneur
ROLE_002050,BA000706,CLI_0523,A,Assuré
ROLE_002051,BA000706,CLI_0523,B,Bénéficiaire en cas de décès
ROLE_002052,BA000707,CLI_0524,S,Souscripteur / Preneur
ROLE_002053,BA000707,CLI_0524,A,Assuré
ROLE_002054,BA000707,CLI_0524,B,Bénéficiaire en cas de décès
ROLE_002055,BA000708,CLI_0525,S,Souscripteur / Preneur
ROLE_002056,BA000708,CLI_0525,A,Assuré
ROLE_002057,BA000708,CLI_0525,B,Bénéficiaire en cas de décès
ROLE_002058,BA000709,CLI_0525,S,Souscripteur / Preneur
ROLE_002059,BA000709,CLI_0525,A,Assuré
ROLE_002060,BA000709,CLI_0525,B,Bénéficiaire en cas de décès
ROLE_002061,BA000710,CLI_0526,S,Souscripteur / Preneur
ROLE_002062,BA000710,CLI_0526,A,Assuré
ROLE_002063,BA000710,CLI_0526,B,Bénéficiaire en cas de décès
ROLE_002064,BA000711,CLI_0526,S,Souscripteur / Preneur
ROLE_002065,BA000711,CLI_0526,A,Assuré
ROLE_002066,BA000711,CLI_0526,B,Bénéficiaire en cas de décès
ROLE_002067,BA000712,CLI_0527,S,Souscripteur / Preneur
ROLE_002068,BA000712,CLI_0527,A,Assuré
ROLE_002069,BA000712,CLI_0527,B,Bénéficiaire en cas de décès
ROLE_002070,BA000713,CLI_0528,S,Souscripteur / Preneur
ROLE_002071,BA000713,CLI_0528,A,Assuré
ROLE_002072,BA000713,CLI_0528,B,Bénéficiaire en cas de décès
ROLE_002073,BA000714,CLI_0529,S,Souscripteur / Preneur
ROLE_002074,BA000714,CLI_0529,A,Assuré
ROLE_002075,BA000714,CLI_0529,B,Bénéficiaire en cas de décès
ROLE_002076,BA000715,CLI_0530,S,Souscripteur / Preneur
ROLE_002077,BA000715,CLI_0530,A,Assuré
ROLE_002078,BA000715,CLI_0530,B,Bénéficiaire en cas de décès
ROLE_002079,BA000716,CLI_0531,S,Souscripteur / Preneur
ROLE_002080,BA000716,CLI_0531,A,Assuré
ROLE_002081,BA000716,CLI_0531,B,Bénéficiaire en cas de décès
ROLE_002082,BA000716,CLI_0531,UBO,Bénéficiaire effectif
ROLE_002083,BA000717,CLI_0532,S,Souscripteur / Preneur
ROLE_002084,BA000717,CLI_0532,A,Assuré
ROLE_002085,BA000717,CLI_0532,B,Bénéficiaire en cas de décès
ROLE_002086,BA000718,CLI_0532,S,Souscripteur / Preneur
ROLE_002087,BA000718,CLI_0532,A,Assuré
ROLE_002088,BA000718,CLI_0532,B,Bénéficiaire en cas de décès
ROLE_002089,BA000719,CLI_0533,S,Souscripteur / Preneur
ROLE_002090,BA000719,CLI_0533,A,Assuré
ROLE_002091,BA000719,CLI_0533,B,Bénéficiaire en cas de décès
ROLE_002092,BA000720,CLI_0534,S,Souscripteur / Preneur
ROLE_002093,BA000720,CLI_0534,A,Assuré
ROLE_002094,BA000720,CLI_0534,B,Bénéficiaire en cas de décès
ROLE_002095,BA000721,CLI_0535,S,Souscripteur / Preneur
ROLE_002096,BA000721,CLI_0535,A,Assuré
ROLE_002097,BA000721,CLI_0535,B,Bénéficiaire en cas de décès
ROLE_002098,BA000722,CLI_0536,S,Souscripteur / Preneur
ROLE_002099,BA000722,CLI_0536,A,Assuré
ROLE_002100,BA000722,CLI_0536,B,Bénéficiaire en cas de décès
ROLE_002101,BA000722,CLI_0536,UBO,Bénéficiaire effectif
ROLE_002102,BA000723,CLI_0537,S,Souscripteur / Preneur
ROLE_002103,BA000723,CLI_0537,B,Bénéficiaire en cas de décès
ROLE_002104,BA000724,CLI_0537,S,Souscripteur / Preneur
ROLE_002105,BA000724,CLI_0537,A,Assuré
ROLE_002106,BA000724,CLI_0537,B,Bénéficiaire en cas de décès
ROLE_002107,BA000725,CLI_0538,S,Souscripteur / Preneur
ROLE_002108,BA000725,CLI_0538,A,Assuré
ROLE_002109,BA000725,CLI_0538,B,Bénéficiaire en cas de décès
ROLE_002110,BA000725,CLI_0538,UBO,Bénéficiaire effectif
ROLE_002111,BA000726,CLI_0539,S,Souscripteur / Preneur
ROLE_002112,BA000726,CLI_0539,A,Assuré
ROLE_002113,BA000726,CLI_0539,B,Bénéficiaire en cas de décès
ROLE_002114,BA000726,CLI_0539,UBO,Bénéficiaire effectif
ROLE_002115,BA000727,CLI_0540,S,Souscripteur / Preneur
ROLE_002116,BA000727,CLI_0540,A,Assuré
ROLE_002117,BA000727,CLI_0540,B,Bénéficiaire en cas de décès
ROLE_002118,BA000728,CLI_0541,S,Souscripteur / Preneur
ROLE_002119,BA000728,CLI_0541,B,Bénéficiaire en cas de décès
ROLE_002120,BA000729,CLI_0542,S,Souscripteur / Preneur
ROLE_002121,BA000729,CLI_0542,A,Assuré
ROLE_002122,BA000729,CLI_0542,B,Bénéficiaire en cas de décès
ROLE_002123,BA000730,CLI_0543,S,Souscripteur / Preneur
ROLE_002124,BA000730,CLI_0543,A,Assuré
ROLE_002125,BA000730,CLI_0543,B,Bénéficiaire en cas de décès
ROLE_002126,BA000731,CLI_0544,S,Souscripteur / Preneur
ROLE_002127,BA000731,CLI_0544,A,Assuré
ROLE_002128,BA000731,CLI_0544,B,Bénéficiaire en cas de décès
ROLE_002129,BA000732,CLI_0545,S,Souscripteur / Preneur
ROLE_002130,BA000732,CLI_0545,A,Assuré
ROLE_002131,BA000732,CLI_0545,B,Bénéficiaire en cas de décès
ROLE_002132,BA000733,CLI_0546,S,Souscripteur / Preneur
ROLE_002133,BA000733,CLI_0546,A,Assuré
ROLE_002134,BA000733,CLI_0546,B,Bénéficiaire en cas de décès
ROLE_002135,BA000734,CLI_0546,S,Souscripteur / Preneur
ROLE_002136,BA000734,CLI_0546,B,Bénéficiaire en cas de décès
ROLE_002137,BA000735,CLI_0547,S,Souscripteur / Preneur
ROLE_002138,BA000735,CLI_0547,A,Assuré
ROLE_002139,BA000735,CLI_0547,B,Bénéficiaire en cas de décès
ROLE_002140,BA000736,CLI_0548,S,Souscripteur / Preneur
ROLE_002141,BA000736,CLI_0548,A,Assuré
ROLE_002142,BA000736,CLI_0548,B,Bénéficiaire en cas de décès
ROLE_002143,BA000737,CLI_0549,S,Souscripteur / Preneur
ROLE_002144,BA000737,CLI_0549,A,Assuré
ROLE_002145,BA000737,CLI_0549,B,Bénéficiaire en cas de décès
ROLE_002146,BA000738,CLI_0549,S,Souscripteur / Preneur
ROLE_002147,BA000738,CLI_0549,A,Assuré
ROLE_002148,BA000738,CLI_0549,B,Bénéficiaire en cas de décès
ROLE_002149,BA000739,CLI_0550,S,Souscripteur / Preneur
ROLE_002150,BA000739,CLI_0550,A,Assuré
ROLE_002151,BA000739,CLI_0550,B,Bénéficiaire en cas de décès
ROLE_002152,BA000739,CLI_0550,UBO,Bénéficiaire effectif
ROLE_002153,BA000740,CLI_0551,S,Souscripteur / Preneur
ROLE_002154,BA000740,CLI_0551,B,Bénéficiaire en cas de décès
ROLE_002155,BA000741,CLI_0551,S,Souscripteur / Preneur
ROLE_002156,BA000741,CLI_0551,A,Assuré
ROLE_002157,BA000741,CLI_0551,B,Bénéficiaire en cas de décès
ROLE_002158,BA000742,CLI_0552,S,Souscripteur / Preneur
ROLE_002159,BA000742,CLI_0552,A,Assuré
ROLE_002160,BA000742,CLI_0552,B,Bénéficiaire en cas de décès
ROLE_002161,BA000743,CLI_0553,S,Souscripteur / Preneur
ROLE_002162,BA000743,CLI_0553,A,Assuré
ROLE_002163,BA000743,CLI_0553,B,Bénéficiaire en cas de décès
ROLE_002164,BA000744,CLI_0554,S,Souscripteur / Preneur
ROLE_002165,BA000744,CLI_0554,B,Bénéficiaire en cas de décès
ROLE_002166,BA000745,CLI_0555,S,Souscripteur / Preneur
ROLE_002167,BA000745,CLI_0555,A,Assuré
ROLE_002168,BA000745,CLI_0555,B,Bénéficiaire en cas de décès
ROLE_002169,BA000746,CLI_0556,S,Souscripteur / Preneur
ROLE_002170,BA000746,CLI_0556,A,Assuré
ROLE_002171,BA000746,CLI_0556,B,Bénéficiaire en cas de décès
ROLE_002172,BA000747,CLI_0557,S,Souscripteur / Preneur
ROLE_002173,BA000747,CLI_0557,B,Bénéficiaire en cas de décès
ROLE_002174,BA000748,CLI_0558,S,Souscripteur / Preneur
ROLE_002175,BA000748,CLI_0558,A,Assuré
ROLE_002176,BA000748,CLI_0558,B,Bénéficiaire en cas de décès
ROLE_002177,BA000749,CLI_0558,S,Souscripteur / Preneur
ROLE_002178,BA000749,CLI_0558,A,Assuré
ROLE_002179,BA000749,CLI_0558,B,Bénéficiaire en cas de décès
ROLE_002180,BA000750,CLI_0559,S,Souscripteur / Preneur
ROLE_002181,BA000750,CLI_0559,B,Bénéficiaire en cas de décès
ROLE_002182,BA000751,CLI_0560,S,Souscripteur / Preneur
ROLE_002183,BA000751,CLI_0560,A,Assuré
ROLE_002184,BA000751,CLI_0560,B,Bénéficiaire en cas de décès
ROLE_002185,BA000752,CLI_0561,S,Souscripteur / Preneur
ROLE_002186,BA000752,CLI_0561,A,Assuré
ROLE_002187,BA000752,CLI_0561,B,Bénéficiaire en cas de décès
ROLE_002188,BA000753,CLI_0562,S,Souscripteur / Preneur
ROLE_002189,BA000753,CLI_0562,A,Assuré
ROLE_002190,BA000753,CLI_0562,B,Bénéficiaire en cas de décès
ROLE_002191,BA000754,CLI_0562,S,Souscripteur / Preneur
ROLE_002192,BA000754,CLI_0562,A,Assuré
ROLE_002193,BA000754,CLI_0562,B,Bénéficiaire en cas de décès
ROLE_002194,BA000755,CLI_0563,S,Souscripteur / Preneur
ROLE_002195,BA000755,CLI_0563,A,Assuré
ROLE_002196,BA000755,CLI_0563,B,Bénéficiaire en cas de décès
ROLE_002197,BA000756,CLI_0564,S,Souscripteur / Preneur
ROLE_002198,BA000756,CLI_0564,A,Assuré
ROLE_002199,BA000756,CLI_0564,B,Bénéficiaire en cas de décès
ROLE_002200,BA000757,CLI_0565,S,Souscripteur / Preneur
ROLE_002201,BA000757,CLI_0565,A,Assuré
ROLE_002202,BA000757,CLI_0565,B,Bénéficiaire en cas de décès
ROLE_002203,BA000758,CLI_0566,S,Souscripteur / Preneur
ROLE_002204,BA000758,CLI_0566,B,Bénéficiaire en cas de décès
ROLE_002205,BA000759,CLI_0567,S,Souscripteur / Preneur
ROLE_002206,BA000759,CLI_0567,A,Assuré
ROLE_002207,BA000759,CLI_0567,B,Bénéficiaire en cas de décès
ROLE_002208,BA000760,CLI_0567,S,Souscripteur / Preneur
ROLE_002209,BA000760,CLI_0567,A,Assuré
ROLE_002210,BA000760,CLI_0567,B,Bénéficiaire en cas de décès
ROLE_002211,BA000761,CLI_0568,S,Souscripteur / Preneur
ROLE_002212,BA000761,CLI_0568,B,Bénéficiaire en cas de décès
ROLE_002213,BA000762,CLI_0569,S,Souscripteur / Preneur
ROLE_002214,BA000762,CLI_0569,A,Assuré
ROLE_002215,BA000762,CLI_0569,B,Bénéficiaire en cas de décès
ROLE_002216,BA000763,CLI_0569,S,Souscripteur / Preneur
ROLE_002217,BA000763,CLI_0569,A,Assuré
ROLE_002218,BA000763,CLI_0569,B,Bénéficiaire en cas de décès
ROLE_002219,BA000764,CLI_0570,S,Souscripteur / Preneur
ROLE_002220,BA000764,CLI_0570,A,Assuré
ROLE_002221,BA000764,CLI_0570,B,Bénéficiaire en cas de décès
ROLE_002222,BA000765,CLI_0571,S,Souscripteur / Preneur
ROLE_002223,BA000765,CLI_0571,A,Assuré
ROLE_002224,BA000765,CLI_0571,B,Bénéficiaire en cas de décès
ROLE_002225,BA000766,CLI_0571,S,Souscripteur / Preneur
ROLE_002226,BA000766,CLI_0571,A,Assuré
ROLE_002227,BA000766,CLI_0571,B,Bénéficiaire en cas de décès
ROLE_002228,BA000767,CLI_0571,S,Souscripteur / Preneur
ROLE_002229,BA000767,CLI_0571,A,Assuré
ROLE_002230,BA000767,CLI_0571,B,Bénéficiaire en cas de décès
ROLE_002231,BA000768,CLI_0572,S,Souscripteur / Preneur
ROLE_002232,BA000768,CLI_0572,A,Assuré
ROLE_002233,BA000768,CLI_0572,B,Bénéficiaire en cas de décès
ROLE_002234,BA000769,CLI_0573,S,Souscripteur / Preneur
ROLE_002235,BA000769,CLI_0573,A,Assuré
ROLE_002236,BA000769,CLI_0573,B,Bénéficiaire en cas de décès
ROLE_002237,BA000770,CLI_0574,S,Souscripteur / Preneur
ROLE_002238,BA000770,CLI_0574,A,Assuré
ROLE_002239,BA000770,CLI_0574,B,Bénéficiaire en cas de décès
ROLE_002240,BA000770,CLI_0574,UBO,Bénéficiaire effectif
ROLE_002241,BA000771,CLI_0575,S,Souscripteur / Preneur
ROLE_002242,BA000771,CLI_0575,A,Assuré
ROLE_002243,BA000771,CLI_0575,B,Bénéficiaire en cas de décès
ROLE_002244,BA000772,CLI_0575,S,Souscripteur / Preneur
ROLE_002245,BA000772,CLI_0575,A,Assuré
ROLE_002246,BA000772,CLI_0575,B,Bénéficiaire en cas de décès
ROLE_002247,BA000773,CLI_0576,S,Souscripteur / Preneur
ROLE_002248,BA000773,CLI_0576,B,Bénéficiaire en cas de décès
ROLE_002249,BA000774,CLI_0576,S,Souscripteur / Preneur
ROLE_002250,BA000774,CLI_0576,A,Assuré
ROLE_002251,BA000774,CLI_0576,B,Bénéficiaire en cas de décès
ROLE_002252,BA000775,CLI_0576,S,Souscripteur / Preneur
ROLE_002253,BA000775,CLI_0576,A,Assuré
ROLE_002254,BA000775,CLI_0576,B,Bénéficiaire en cas de décès
ROLE_002255,BA000776,CLI_0577,S,Souscripteur / Preneur
ROLE_002256,BA000776,CLI_0577,A,Assuré
ROLE_002257,BA000776,CLI_0577,B,Bénéficiaire en cas de décès
ROLE_002258,BA000777,CLI_0577,S,Souscripteur / Preneur
ROLE_002259,BA000777,CLI_0577,A,Assuré
ROLE_002260,BA000777,CLI_0577,B,Bénéficiaire en cas de décès
ROLE_002261,BA000778,CLI_0578,S,Souscripteur / Preneur
ROLE_002262,BA000778,CLI_0578,B,Bénéficiaire en cas de décès
ROLE_002263,BA000779,CLI_0578,S,Souscripteur / Preneur
ROLE_002264,BA000779,CLI_0578,A,Assuré
ROLE_002265,BA000779,CLI_0578,B,Bénéficiaire en cas de décès
ROLE_002266,BA000780,CLI_0579,S,Souscripteur / Preneur
ROLE_002267,BA000780,CLI_0579,B,Bénéficiaire en cas de décès
ROLE_002268,BA000781,CLI_0580,S,Souscripteur / Preneur
ROLE_002269,BA000781,CLI_0580,A,Assuré
ROLE_002270,BA000781,CLI_0580,B,Bénéficiaire en cas de décès
ROLE_002271,BA000782,CLI_0581,S,Souscripteur / Preneur
ROLE_002272,BA000782,CLI_0581,A,Assuré
ROLE_002273,BA000782,CLI_0581,B,Bénéficiaire en cas de décès
ROLE_002274,BA000783,CLI_0581,S,Souscripteur / Preneur
ROLE_002275,BA000783,CLI_0581,A,Assuré
ROLE_002276,BA000783,CLI_0581,B,Bénéficiaire en cas de décès
ROLE_002277,BA000784,CLI_0582,S,Souscripteur / Preneur
ROLE_002278,BA000784,CLI_0582,A,Assuré
ROLE_002279,BA000784,CLI_0582,B,Bénéficiaire en cas de décès
ROLE_002280,BA000785,CLI_0583,S,Souscripteur / Preneur
ROLE_002281,BA000785,CLI_0583,A,Assuré
ROLE_002282,BA000785,CLI_0583,B,Bénéficiaire en cas de décès
ROLE_002283,BA000786,CLI_0583,S,Souscripteur / Preneur
ROLE_002284,BA000786,CLI_0583,A,Assuré
ROLE_002285,BA000786,CLI_0583,B,Bénéficiaire en cas de décès
ROLE_002286,BA000787,CLI_0584,S,Souscripteur / Preneur
ROLE_002287,BA000787,CLI_0584,A,Assuré
ROLE_002288,BA000787,CLI_0584,B,Bénéficiaire en cas de décès
ROLE_002289,BA000788,CLI_0584,S,Souscripteur / Preneur
ROLE_002290,BA000788,CLI_0584,A,Assuré
ROLE_002291,BA000788,CLI_0584,B,Bénéficiaire en cas de décès
ROLE_002292,BA000789,CLI_0585,S,Souscripteur / Preneur
ROLE_002293,BA000789,CLI_0585,A,Assuré
ROLE_002294,BA000789,CLI_0585,B,Bénéficiaire en cas de décès
ROLE_002295,BA000790,CLI_0585,S,Souscripteur / Preneur
ROLE_002296,BA000790,CLI_0585,A,Assuré
ROLE_002297,BA000790,CLI_0585,B,Bénéficiaire en cas de décès
ROLE_002298,BA000791,CLI_0586,S,Souscripteur / Preneur
ROLE_002299,BA000791,CLI_0586,A,Assuré
ROLE_002300,BA000791,CLI_0586,B,Bénéficiaire en cas de décès
ROLE_002301,BA000792,CLI_0587,S,Souscripteur / Preneur
ROLE_002302,BA000792,CLI_0587,A,Assuré
ROLE_002303,BA000792,CLI_0587,B,Bénéficiaire en cas de décès
ROLE_002304,BA000793,CLI_0588,S,Souscripteur / Preneur
ROLE_002305,BA000793,CLI_0588,A,Assuré
ROLE_002306,BA000793,CLI_0588,B,Bénéficiaire en cas de décès
ROLE_002307,BA000794,CLI_0589,S,Souscripteur / Preneur
ROLE_002308,BA000794,CLI_0589,B,Bénéficiaire en cas de décès
ROLE_002309,BA000795,CLI_0590,S,Souscripteur / Preneur
ROLE_002310,BA000795,CLI_0590,A,Assuré
ROLE_002311,BA000795,CLI_0590,B,Bénéficiaire en cas de décès
ROLE_002312,BA000796,CLI_0591,S,Souscripteur / Preneur
ROLE_002313,BA000796,CLI_0591,B,Bénéficiaire en cas de décès
ROLE_002314,BA000797,CLI_0591,S,Souscripteur / Preneur
ROLE_002315,BA000797,CLI_0591,A,Assuré
ROLE_002316,BA000797,CLI_0591,B,Bénéficiaire en cas de décès
ROLE_002317,BA000798,CLI_0592,S,Souscripteur / Preneur
ROLE_002318,BA000798,CLI_0592,A,Assuré
ROLE_002319,BA000798,CLI_0592,B,Bénéficiaire en cas de décès
ROLE_002320,BA000799,CLI_0593,S,Souscripteur / Preneur
ROLE_002321,BA000799,CLI_0593,A,Assuré
ROLE_002322,BA000799,CLI_0593,B,Bénéficiaire en cas de décès
ROLE_002323,BA000800,CLI_0594,S,Souscripteur / Preneur
ROLE_002324,BA000800,CLI_0594,B,Bénéficiaire en cas de décès
ROLE_002325,BA000801,CLI_0594,S,Souscripteur / Preneur
ROLE_002326,BA000801,CLI_0594,A,Assuré
ROLE_002327,BA000801,CLI_0594,B,Bénéficiaire en cas de décès
ROLE_002328,BA000802,CLI_0595,S,Souscripteur / Preneur
ROLE_002329,BA000802,CLI_0595,A,Assuré
ROLE_002330,BA000802,CLI_0595,B,Bénéficiaire en cas de décès
ROLE_002331,BA000803,CLI_0595,S,Souscripteur / Preneur
ROLE_002332,BA000803,CLI_0595,A,Assuré
ROLE_002333,BA000803,CLI_0595,B,Bénéficiaire en cas de décès
ROLE_002334,BA000804,CLI_0596,S,Souscripteur / Preneur
ROLE_002335,BA000804,CLI_0596,A,Assuré
ROLE_002336,BA000804,CLI_0596,B,Bénéficiaire en cas de décès
ROLE_002337,BA000805,CLI_0597,S,Souscripteur / Preneur
ROLE_002338,BA000805,CLI_0597,A,Assuré
ROLE_002339,BA000805,CLI_0597,B,Bénéficiaire en cas de décès
ROLE_002340,BA000806,CLI_0598,S,Souscripteur / Preneur
ROLE_002341,BA000806,CLI_0598,A,Assuré
ROLE_002342,BA000806,CLI_0598,B,Bénéficiaire en cas de décès
ROLE_002343,BA000807,CLI_0599,S,Souscripteur / Preneur
ROLE_002344,BA000807,CLI_0599,B,Bénéficiaire en cas de décès
ROLE_002345,BA000808,CLI_0599,S,Souscripteur / Preneur
ROLE_002346,BA000808,CLI_0599,A,Assuré
ROLE_002347,BA000808,CLI_0599,B,Bénéficiaire en cas de décès
ROLE_002348,BA000809,CLI_0599,S,Souscripteur / Preneur
ROLE_002349,BA000809,CLI_0599,B,Bénéficiaire en cas de décès
ROLE_002350,BA000810,CLI_0600,S,Souscripteur / Preneur
ROLE_002351,BA000810,CLI_0600,A,Assuré
ROLE_002352,BA000810,CLI_0600,B,Bénéficiaire en cas de décès
ROLE_002353,BA000810,CLI_0600,UBO,Bénéficiaire effectif
ROLE_002354,BA000811,CLI_0601,S,Souscripteur / Preneur
ROLE_002355,BA000811,CLI_0601,B,Bénéficiaire en cas de décès
ROLE_002356,BA000812,CLI_0602,S,Souscripteur / Preneur
ROLE_002357,BA000812,CLI_0602,A,Assuré
ROLE_002358,BA000812,CLI_0602,B,Bénéficiaire en cas de décès
ROLE_002359,BA000813,CLI_0603,S,Souscripteur / Preneur
ROLE_002360,BA000813,CLI_0603,A,Assuré
ROLE_002361,BA000813,CLI_0603,B,Bénéficiaire en cas de décès
ROLE_002362,BA000814,CLI_0604,S,Souscripteur / Preneur
ROLE_002363,BA000814,CLI_0604,A,Assuré
ROLE_002364,BA000814,CLI_0604,B,Bénéficiaire en cas de décès
ROLE_002365,BA000815,CLI_0605,S,Souscripteur / Preneur
ROLE_002366,BA000815,CLI_0605,A,Assuré
ROLE_002367,BA000815,CLI_0605,B,Bénéficiaire en cas de décès
ROLE_002368,BA000816,CLI_0606,S,Souscripteur / Preneur
ROLE_002369,BA000816,CLI_0606,A,Assuré
ROLE_002370,BA000816,CLI_0606,B,Bénéficiaire en cas de décès
ROLE_002371,BA000816,CLI_0606,UBO,Bénéficiaire effectif
ROLE_002372,BA000817,CLI_0606,S,Souscripteur / Preneur
ROLE_002373,BA000817,CLI_0606,A,Assuré
ROLE_002374,BA000817,CLI_0606,B,Bénéficiaire en cas de décès
ROLE_002375,BA000817,CLI_0606,UBO,Bénéficiaire effectif
ROLE_002376,BA000818,CLI_0607,S,Souscripteur / Preneur
ROLE_002377,BA000818,CLI_0607,B,Bénéficiaire en cas de décès
ROLE_002378,BA000819,CLI_0608,S,Souscripteur / Preneur
ROLE_002379,BA000819,CLI_0608,A,Assuré
ROLE_002380,BA000819,CLI_0608,B,Bénéficiaire en cas de décès
ROLE_002381,BA000820,CLI_0609,S,Souscripteur / Preneur
ROLE_002382,BA000820,CLI_0609,B,Bénéficiaire en cas de décès
ROLE_002383,BA000821,CLI_0609,S,Souscripteur / Preneur
ROLE_002384,BA000821,CLI_0609,A,Assuré
ROLE_002385,BA000821,CLI_0609,B,Bénéficiaire en cas de décès
ROLE_002386,BA000822,CLI_0610,S,Souscripteur / Preneur
ROLE_002387,BA000822,CLI_0610,B,Bénéficiaire en cas de décès
ROLE_002388,BA000823,CLI_0611,S,Souscripteur / Preneur
ROLE_002389,BA000823,CLI_0611,A,Assuré
ROLE_002390,BA000823,CLI_0611,B,Bénéficiaire en cas de décès
ROLE_002391,BA000824,CLI_0612,S,Souscripteur / Preneur
ROLE_002392,BA000824,CLI_0612,A,Assuré
ROLE_002393,BA000824,CLI_0612,B,Bénéficiaire en cas de décès
ROLE_002394,BA000825,CLI_0612,S,Souscripteur / Preneur
ROLE_002395,BA000825,CLI_0612,A,Assuré
ROLE_002396,BA000825,CLI_0612,B,Bénéficiaire en cas de décès
ROLE_002397,BA000826,CLI_0612,S,Souscripteur / Preneur
ROLE_002398,BA000826,CLI_0612,B,Bénéficiaire en cas de décès
ROLE_002399,BA000827,CLI_0613,S,Souscripteur / Preneur
ROLE_002400,BA000827,CLI_0613,A,Assuré
ROLE_002401,BA000827,CLI_0613,B,Bénéficiaire en cas de décès
ROLE_002402,BA000827,CLI_0613,UBO,Bénéficiaire effectif
ROLE_002403,BA000828,CLI_0614,S,Souscripteur / Preneur
ROLE_002404,BA000828,CLI_0614,B,Bénéficiaire en cas de décès
ROLE_002405,BA000829,CLI_0615,S,Souscripteur / Preneur
ROLE_002406,BA000829,CLI_0615,A,Assuré
ROLE_002407,BA000829,CLI_0615,B,Bénéficiaire en cas de décès
ROLE_002408,BA000830,CLI_0616,S,Souscripteur / Preneur
ROLE_002409,BA000830,CLI_0616,A,Assuré
ROLE_002410,BA000830,CLI_0616,B,Bénéficiaire en cas de décès
ROLE_002411,BA000831,CLI_0617,S,Souscripteur / Preneur
ROLE_002412,BA000831,CLI_0617,A,Assuré
ROLE_002413,BA000831,CLI_0617,B,Bénéficiaire en cas de décès
ROLE_002414,BA000832,CLI_0618,S,Souscripteur / Preneur
ROLE_002415,BA000832,CLI_0618,A,Assuré
ROLE_002416,BA000832,CLI_0618,B,Bénéficiaire en cas de décès
ROLE_002417,BA000833,CLI_0619,S,Souscripteur / Preneur
ROLE_002418,BA000833,CLI_0619,A,Assuré
ROLE_002419,BA000833,CLI_0619,B,Bénéficiaire en cas de décès
ROLE_002420,BA000834,CLI_0620,S,Souscripteur / Preneur
ROLE_002421,BA000834,CLI_0620,A,Assuré
ROLE_002422,BA000834,CLI_0620,B,Bénéficiaire en cas de décès
ROLE_002423,BA000835,CLI_0621,S,Souscripteur / Preneur
ROLE_002424,BA000835,CLI_0621,A,Assuré
ROLE_002425,BA000835,CLI_0621,B,Bénéficiaire en cas de décès
ROLE_002426,BA000836,CLI_0622,S,Souscripteur / Preneur
ROLE_002427,BA000836,CLI_0622,A,Assuré
ROLE_002428,BA000836,CLI_0622,B,Bénéficiaire en cas de décès
ROLE_002429,BA000837,CLI_0622,S,Souscripteur / Preneur
ROLE_002430,BA000837,CLI_0622,A,Assuré
ROLE_002431,BA000837,CLI_0622,B,Bénéficiaire en cas de décès
ROLE_002432,BA000838,CLI_0623,S,Souscripteur / Preneur
ROLE_002433,BA000838,CLI_0623,A,Assuré
ROLE_002434,BA000838,CLI_0623,B,Bénéficiaire en cas de décès
ROLE_002435,BA000839,CLI_0623,S,Souscripteur / Preneur
ROLE_002436,BA000839,CLI_0623,A,Assuré
ROLE_002437,BA000839,CLI_0623,B,Bénéficiaire en cas de décès
ROLE_002438,BA000840,CLI_0624,S,Souscripteur / Preneur
ROLE_002439,BA000840,CLI_0624,B,Bénéficiaire en cas de décès
ROLE_002440,BA000841,CLI_0625,S,Souscripteur / Preneur
ROLE_002441,BA000841,CLI_0625,B,Bénéficiaire en cas de décès
ROLE_002442,BA000842,CLI_0626,S,Souscripteur / Preneur
ROLE_002443,BA000842,CLI_0626,A,Assuré
ROLE_002444,BA000842,CLI_0626,B,Bénéficiaire en cas de décès
ROLE_002445,BA000843,CLI_0627,S,Souscripteur / Preneur
ROLE_002446,BA000843,CLI_0627,A,Assuré
ROLE_002447,BA000843,CLI_0627,B,Bénéficiaire en cas de décès
ROLE_002448,BA000844,CLI_0627,S,Souscripteur / Preneur
ROLE_002449,BA000844,CLI_0627,B,Bénéficiaire en cas de décès
ROLE_002450,BA000845,CLI_0627,S,Souscripteur / Preneur
ROLE_002451,BA000845,CLI_0627,A,Assuré
ROLE_002452,BA000845,CLI_0627,B,Bénéficiaire en cas de décès
ROLE_002453,BA000846,CLI_0628,S,Souscripteur / Preneur
ROLE_002454,BA000846,CLI_0628,A,Assuré
ROLE_002455,BA000846,CLI_0628,B,Bénéficiaire en cas de décès
ROLE_002456,BA000847,CLI_0628,S,Souscripteur / Preneur
ROLE_002457,BA000847,CLI_0628,A,Assuré
ROLE_002458,BA000847,CLI_0628,B,Bénéficiaire en cas de décès
ROLE_002459,BA000848,CLI_0628,S,Souscripteur / Preneur
ROLE_002460,BA000848,CLI_0628,A,Assuré
ROLE_002461,BA000848,CLI_0628,B,Bénéficiaire en cas de décès
ROLE_002462,BA000849,CLI_0629,S,Souscripteur / Preneur
ROLE_002463,BA000849,CLI_0629,B,Bénéficiaire en cas de décès
ROLE_002464,BA000850,CLI_0630,S,Souscripteur / Preneur
