id_support,ref_support,id_contrat,code_isin,designation,type_fonds,juridiction,risque_juridiction,liquidite,est_offshore,montant_euro,nombre_parts,valeur_cotation_euro,poids_pct,flag_mandat_gestion,date_valorisation
SUP_001344,LU0255977539,BA000697,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,264100,2594.38,101.797147,100.0,False,2026-07-25
SUP_001345,LU0255977539,BA000698,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,275100,2713.54,101.380475,76.07,False,2026-07-29
SUP_001346,LU0255977539,BA000698,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,86500,990.69,87.313146,23.93,False,2026-07-21
SUP_001347,FID_UBS,BA000699,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,512000,3755.45,136.335271,59.57,True,2026-07-27
SUP_001348,LU0104884860,BA000699,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,347500,3454.41,100.596015,40.43,True,2026-07-12
SUP_001349,FID_UBS,BA000700,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,305800,2465.52,124.030432,100.0,True,2026-07-22
SUP_001350,LU0104884860,BA000701,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,462600,4468.01,103.53597,100.0,False,2026-07-18
SUP_001351,FID_BNP,BA000702,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,193600,1613.53,119.985729,100.0,True,2026-07-31
SUP_001352,FID_BNP,BA000703,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,349900,2627.1,133.188747,100.0,True,2026-07-07
SUP_001353,FID_BNP,BA000704,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,73500,603.57,121.775721,30.27,True,2026-07-08
SUP_001354,LU0255977539,BA000704,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,79300,755.14,105.01385,32.67,True,2026-07-27
SUP_001355,XS2428662824,BA000704,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,30400,228.83,132.851439,12.51,True,2026-07-18
SUP_001356,LU0255977539,BA000704,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,59600,398.16,149.686904,24.56,True,2026-07-24
SUP_001357,FID_BNP,BA000705,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,286800,2694.37,106.4441,89.57,True,2026-07-09
SUP_001358,FR0010923383,BA000705,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,33400,248.0,134.677264,10.43,True,2026-07-07
SUP_001359,FAS_IND,BA000706,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,331300,2326.78,142.385562,73.04,True,2026-07-29
SUP_001360,FR001400OJI4,BA000706,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,122300,1026.43,119.151159,26.96,True,2026-07-21
SUP_001361,FID_BNP,BA000707,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,96300,671.38,143.435614,47.62,True,2026-07-30
SUP_001362,FR001400OJI4,BA000707,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,105900,769.5,137.621998,52.38,True,2026-07-24
SUP_001363,FID_BNP,BA000708,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,55800,386.83,144.247729,18.2,True,2026-07-15
SUP_001364,FR0010923383,BA000708,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,250700,1783.91,140.533775,81.8,True,2026-07-12
SUP_001365,FR0010923383,BA000709,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,320900,2548.04,125.939724,100.0,False,2026-07-09
SUP_001366,LU0255977539,BA000710,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,362300,3080.96,117.593136,100.0,False,2026-07-11
SUP_001367,FID_BNP,BA000711,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,69500,620.8,111.953008,17.67,True,2026-07-29
SUP_001368,FR001400OJI4,BA000711,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,324200,2603.8,124.510274,82.33,True,2026-07-10
SUP_001369,FR0010392225,BA000712,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,716800,6323.3,113.358605,100.0,False,2026-08-01
SUP_001370,FID_UBS,BA000713,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,671400,5544.86,121.085008,100.0,True,2026-07-13
SUP_001371,FID_BNP,BA000714,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,998000,9181.89,108.692245,100.0,True,2026-07-26
SUP_001372,PE_CAY_01,BA000715,PE_CAY_01,Cayman Growth Fund I,PE,Cayman Islands,ELEVE,très faible,True,207700,1534.82,135.325604,44.01,False,2026-08-03
SUP_001373,XS2428662824,BA000715,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,264200,1914.76,137.980945,55.99,False,2026-07-23
SUP_001374,FID_UBS,BA000716,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,268800,2260.98,118.886442,100.0,True,2026-07-27
SUP_001375,FID_BNP,BA000717,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,215400,1709.36,126.012443,67.31,True,2026-07-13
SUP_001376,FR001400OJI4,BA000717,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,104600,777.58,134.520171,32.69,True,2026-07-14
SUP_001377,FID_UBS,BA000718,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,270800,2177.59,124.357713,84.9,True,2026-07-28
SUP_001378,XS2428662824,BA000718,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,48200,550.95,87.486036,15.1,True,2026-08-01
SUP_001379,FAS_IND,BA000719,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,907000,7350.85,123.38715,73.48,True,2026-08-03
SUP_001380,FR001400OJI4,BA000719,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,139100,969.32,143.502086,11.27,True,2026-07-22
SUP_001381,FR0010392225,BA000719,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,188200,2152.75,87.423015,15.25,True,2026-07-16
SUP_001382,FID_BNP,BA000720,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,15500,118.85,130.420487,4.93,True,2026-07-30
SUP_001383,LU0255977539,BA000720,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,30500,370.56,82.307773,9.73,True,2026-08-03
SUP_001384,XS2428662824,BA000720,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,187400,1310.15,143.036929,59.71,True,2026-08-04
SUP_001385,FR0010923383,BA000720,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,80500,583.73,137.90671,25.63,True,2026-07-25
SUP_001386,FAS_IND,BA000721,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,837500,9025.85,92.789019,99.19,True,2026-07-16
SUP_001387,FR001400OJI4,BA000721,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,6900,80.53,85.680513,0.81,True,2026-07-12
SUP_001388,FID_UBS,BA000722,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,1030900,10743.77,95.953265,53.66,True,2026-07-07
SUP_001389,FR0010923383,BA000722,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,890100,8728.1,101.980939,46.34,True,2026-08-04
SUP_001390,FR0010923383,BA000723,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,28500,340.02,83.81799,12.81,False,2026-07-10
SUP_001391,LU0255977539,BA000723,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,194300,1722.85,112.778258,87.19,False,2026-08-02
SUP_001392,FAS_IND,BA000724,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,145200,1295.22,112.104551,44.02,True,2026-07-23
SUP_001393,LU0255977539,BA000724,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,184700,1466.21,125.97112,55.98,True,2026-08-03
SUP_001394,FID_BNP,BA000725,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,503700,4831.86,104.245572,100.0,True,2026-07-18
SUP_001395,FID_UBS,BA000726,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,335200,2522.13,132.903314,45.57,True,2026-07-24
SUP_001396,FR0010392225,BA000726,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,400400,3148.69,127.163879,54.43,True,2026-07-22
SUP_001397,FAS_ROT,BA000727,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,379100,2718.35,139.459348,100.0,True,2026-07-19
SUP_001398,FAS_ROT,BA000728,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,209600,1617.6,129.574448,15.86,True,2026-07-22
SUP_001399,FR001400OJI4,BA000728,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,1112400,8729.69,127.427164,84.14,True,2026-07-11
SUP_001400,FID_BNP,BA000729,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,222900,1578.42,141.216912,39.27,True,2026-07-19
SUP_001401,FR001400OJI4,BA000729,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,344600,2928.7,117.663264,60.73,True,2026-07-19
SUP_001402,FAS_ROT,BA000730,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,181900,1398.09,130.10651,11.18,True,2026-07-15
SUP_001403,LU0255977539,BA000730,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,723800,5521.22,131.094269,44.48,True,2026-07-09
SUP_001404,XS2428662824,BA000730,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,721500,4866.88,148.24682,44.34,True,2026-07-24
SUP_001405,PE_CAY_01,BA000731,PE_CAY_01,Cayman Growth Fund I,PE,Cayman Islands,ELEVE,très faible,True,473600,3519.26,134.57382,16.01,False,2026-07-29
SUP_001406,LU0104884860,BA000731,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,2398200,18803.58,127.539543,81.07,False,2026-07-30
SUP_001407,LU0104884860,BA000731,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,86300,1070.18,80.64042,2.92,False,2026-07-21
SUP_001408,FAS_IND,BA000732,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,305800,2480.16,123.298525,100.0,True,2026-07-13
SUP_001409,FAS_ROT,BA000733,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,258700,1919.7,134.76038,47.18,True,2026-07-28
SUP_001410,LU0104884860,BA000733,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,289500,2876.21,100.653161,52.82,True,2026-08-04
SUP_001411,FID_BNP,BA000734,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,333900,2633.14,126.806657,100.0,True,2026-07-23
SUP_001412,FID_UBS,BA000735,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,776000,8957.17,86.634485,94.57,True,2026-07-31
SUP_001413,FR0010392225,BA000735,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,44500,313.07,142.140624,5.43,True,2026-07-09
SUP_001414,FAS_ROT,BA000736,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,33500,294.26,113.843277,11.62,True,2026-08-04
SUP_001415,FR001400OJI4,BA000736,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,143200,1228.9,116.527166,49.64,True,2026-08-04
SUP_001416,FR0010923383,BA000736,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,70500,719.4,97.997851,24.42,True,2026-07-25
SUP_001417,FR0010923383,BA000736,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,41300,416.58,99.139499,14.32,True,2026-07-13
SUP_001418,LU0255977539,BA000737,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,97700,1161.01,84.150588,24.96,False,2026-07-26
SUP_001419,FR0010392225,BA000737,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,300,3.06,98.113283,0.07,False,2026-07-13
SUP_001420,PE_CAY_01,BA000737,PE_CAY_01,Cayman Growth Fund I,PE,Cayman Islands,ELEVE,très faible,True,74900,632.59,118.402981,19.14,False,2026-07-17
SUP_001421,PE_LUX_01,BA000737,PE_LUX_01,Luxembourg PE SICAR,PE,Luxembourg,FAIBLE,très faible,False,218600,1936.2,112.901327,55.83,False,2026-07-27
SUP_001422,FID_UBS,BA000738,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,242500,2748.72,88.222921,100.0,True,2026-07-25
SUP_001423,FAS_IND,BA000739,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,403800,4164.9,96.953125,98.74,True,2026-08-05
SUP_001424,LU0255977539,BA000739,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,5100,49.59,102.840974,1.26,True,2026-07-24
SUP_001425,FID_BNP,BA000740,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,104300,1089.99,95.68902,42.91,True,2026-07-30
SUP_001426,XS2428662824,BA000740,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,69700,524.73,132.830227,28.67,True,2026-07-16
SUP_001427,FR0010392225,BA000740,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,69100,614.49,112.450658,28.42,True,2026-07-12
SUP_001428,PE_CAY_01,BA000741,PE_CAY_01,Cayman Growth Fund I,PE,Cayman Islands,ELEVE,très faible,True,778500,6170.81,126.158492,100.0,False,2026-07-07
SUP_001429,FID_BNP,BA000742,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,177800,1411.01,126.008797,54.2,True,2026-07-27
SUP_001430,FR001400OJI4,BA000742,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,126400,1290.51,97.945693,38.54,True,2026-07-23
SUP_001431,FR0010923383,BA000742,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,23800,173.99,136.789988,7.26,True,2026-08-05
SUP_001432,FID_BNP,BA000743,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,204600,1523.39,134.305912,47.78,True,2026-07-11
SUP_001433,XS2428662824,BA000743,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,223700,2276.73,98.254745,52.22,True,2026-07-12
SUP_001434,FID_BNP,BA000744,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,41200,333.06,123.702935,24.16,True,2026-07-17
SUP_001435,LU0104884860,BA000744,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,85700,605.72,141.484531,50.23,True,2026-07-09
SUP_001436,FR0010923383,BA000744,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,40000,347.78,115.01478,23.44,True,2026-07-18
SUP_001437,FR0010923383,BA000744,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,3700,30.5,121.29226,2.17,True,2026-07-08
SUP_001438,FID_BNP,BA000745,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,448600,3733.58,120.152726,100.0,True,2026-07-31
SUP_001439,FID_UBS,BA000746,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,797800,5704.47,139.855119,100.0,True,2026-07-29
SUP_001440,FAS_ROT,BA000747,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,368200,2885.44,127.606098,100.0,True,2026-07-31
SUP_001441,FR001400OJI4,BA000748,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,291300,2178.0,133.746266,100.0,False,2026-07-30
SUP_001442,LU0255977539,BA000749,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,315700,3676.85,85.861649,100.0,False,2026-07-24
SUP_001443,FID_UBS,BA000750,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,895000,8401.64,106.526881,100.0,True,2026-07-18
SUP_001444,FR001400OJI4,BA000751,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,230500,2597.8,88.72889,100.0,False,2026-08-03
SUP_001445,FR001400OJI4,BA000752,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,577500,5100.51,113.224068,64.06,False,2026-08-04
SUP_001446,PE_LUX_01,BA000752,PE_LUX_01,Luxembourg PE SICAR,PE,Luxembourg,FAIBLE,très faible,False,324000,3974.96,81.510176,35.94,False,2026-08-04
SUP_001447,PE_LUX_01,BA000753,PE_LUX_01,Luxembourg PE SICAR,PE,Luxembourg,FAIBLE,très faible,False,436700,3891.44,112.220591,100.0,False,2026-07-19
SUP_001448,FAS_IND,BA000754,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,352700,3365.88,104.786981,100.0,True,2026-07-18
SUP_001449,FID_BNP,BA000755,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,2263400,22471.92,100.721263,100.0,True,2026-07-30
SUP_001450,PE_CAY_01,BA000756,PE_CAY_01,Cayman Growth Fund I,PE,Cayman Islands,ELEVE,très faible,True,110900,1086.57,102.06417,36.11,False,2026-08-05
SUP_001451,PE_CAY_01,BA000756,PE_CAY_01,Cayman Growth Fund I,PE,Cayman Islands,ELEVE,très faible,True,63000,445.94,141.273745,20.51,False,2026-07-27
SUP_001452,FR0010392225,BA000756,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,11600,91.32,127.022773,3.78,False,2026-07-27
SUP_001453,FR0010923383,BA000756,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,121600,1288.34,94.385339,39.6,False,2026-07-12
SUP_001454,FID_UBS,BA000757,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,650200,7418.53,87.645451,100.0,True,2026-07-12
SUP_001455,FR001400OJI4,BA000758,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,326400,2260.22,144.410999,100.0,False,2026-07-22
SUP_001456,LU0255977539,BA000759,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,301900,2833.61,106.542656,100.0,False,2026-07-20
SUP_001457,LU0255977539,BA000760,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,175900,1455.96,120.814031,41.55,False,2026-08-05
SUP_001458,FR0010923383,BA000760,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,247400,2956.04,83.693065,58.45,False,2026-07-31
SUP_001459,FAS_IND,BA000761,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,324700,3515.68,92.357535,100.0,True,2026-07-25
SUP_001460,FID_UBS,BA000762,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,17700,131.22,134.892304,7.77,True,2026-08-03
SUP_001461,LU0255977539,BA000762,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,32700,295.55,110.641721,14.37,True,2026-07-25
SUP_001462,XS2428662824,BA000762,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,113700,762.87,149.043301,50.01,True,2026-07-19
SUP_001463,FR0010923383,BA000762,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,63300,651.88,97.104081,27.85,True,2026-07-12
SUP_001464,FAS_IND,BA000763,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,112800,889.0,126.884231,27.75,True,2026-07-10
SUP_001465,FR001400OJI4,BA000763,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,279800,2739.98,102.117405,68.85,True,2026-07-23
SUP_001466,FR0010392225,BA000763,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,13800,125.79,109.709407,3.4,True,2026-07-20
SUP_001467,FID_BNP,BA000764,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,341200,2314.28,147.432446,100.0,True,2026-08-01
SUP_001468,FAS_IND,BA000765,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,818000,6818.87,119.961279,100.0,True,2026-07-14
SUP_001469,FID_UBS,BA000766,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,36000,330.53,108.916097,4.35,True,2026-07-22
SUP_001470,LU0255977539,BA000766,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,790600,6122.78,129.124355,95.65,True,2026-07-18
SUP_001471,FAS_IND,BA000767,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,279300,2737.68,102.020849,73.15,True,2026-07-19
SUP_001472,FR0010392225,BA000767,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,102600,926.82,110.701183,26.85,True,2026-07-26
SUP_001473,FAS_IND,BA000768,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,1676900,15512.01,108.103326,36.32,True,2026-07-07
SUP_001474,FR001400OJI4,BA000768,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,2749000,30919.72,88.907668,59.53,True,2026-07-17
SUP_001475,LU0255977539,BA000768,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,191500,1533.46,124.880895,4.15,True,2026-07-29
SUP_001476,FID_BNP,BA000769,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,231300,2339.2,98.879806,100.0,True,2026-07-24
SUP_001477,FAS_IND,BA000770,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,573300,5633.5,101.766135,72.77,True,2026-07-18
SUP_001478,XS2428662824,BA000770,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,214500,2609.55,82.197961,27.23,True,2026-07-13
SUP_001479,LU0255977539,BA000771,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,1202900,12517.26,96.099291,56.38,False,2026-08-01
SUP_001480,FR0010392225,BA000771,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,862500,8265.7,104.346904,40.42,False,2026-07-15
SUP_001481,FR0010392225,BA000771,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,68300,813.9,83.917443,3.2,False,2026-07-28
SUP_001482,FID_BNP,BA000772,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,1273500,8764.23,145.306545,100.0,True,2026-07-20
SUP_001483,FID_BNP,BA000773,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,329700,2853.09,115.558839,100.0,True,2026-07-23
SUP_001484,FID_UBS,BA000774,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,178800,1310.75,136.410552,100.0,True,2026-07-20
SUP_001485,FAS_IND,BA000775,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,419600,3224.59,130.125001,100.0,True,2026-07-12
SUP_001486,FID_BNP,BA000776,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,76600,557.13,137.489546,31.83,True,2026-07-28
SUP_001487,XS2428662824,BA000776,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,164100,1201.49,136.580665,68.17,True,2026-07-14
SUP_001488,PE_CAY_01,BA000777,PE_CAY_01,Cayman Growth Fund I,PE,Cayman Islands,ELEVE,très faible,True,240800,1750.37,137.571089,100.0,False,2026-07-27
SUP_001489,FR0010392225,BA000778,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,397400,3471.84,114.463846,35.38,False,2026-07-16
SUP_001490,FR0010392225,BA000778,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,57300,503.65,113.769657,5.1,False,2026-07-14
SUP_001491,XS2428662824,BA000778,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,668600,6688.06,99.969196,59.52,False,2026-07-17
SUP_001492,FID_BNP,BA000779,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,24200,249.05,97.169742,2.58,True,2026-07-31
SUP_001493,FR0010392225,BA000779,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,334000,3292.97,101.42834,35.56,True,2026-07-16
SUP_001494,FR001400OJI4,BA000779,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,581200,5825.88,99.761818,61.87,True,2026-07-29
SUP_001495,FID_BNP,BA000780,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,647100,6044.43,107.057247,100.0,True,2026-07-27
SUP_001496,FR001400OJI4,BA000781,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,197600,1959.63,100.835597,82.49,False,2026-08-04
SUP_001497,LU0255977539,BA000781,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,42000,380.41,110.407317,17.51,False,2026-07-22
SUP_001498,XS2428662824,BA000782,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,50700,451.13,112.384592,16.23,False,2026-07-17
SUP_001499,FR0010392225,BA000782,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,96900,1009.89,95.950896,31.03,False,2026-07-19
